1,4.341151E-02,4.02,1.539256
2,0.102949,4.03,1.328274
3,0.1624839,4.07,0.9400533
4,0.2220215,4.14,0.6825213
5,0.2815571,4.23,0.4718089
6,0.341095,4.31,0.284501
1,0.6564559,5.03,1.627569
2,0.7159904,5.2,1.398438
3,0.7755268,5.34,0.9900585
4,0.8350639,5.48,0.7215256
5,0.8945991,5.59,0.491536
6,0.9541357,5.74,0.2967632
1,1.082047,6.02,1.679174
2,1.141583,6.15,1.450106
3,1.20112,6.29,1.03506
4,1.260658,6.4,0.7510732
5,1.320193,6.51,0.5096177
6,1.37973,6.66,0.3027779
1,1.559118,7.01,1.737712
2,1.618655,7.18,1.486999
3,1.678192,7.32,1.092699
4,1.737727,7.43,0.7886009
5,1.797263,7.53,0.5323343
6,1.856801,7.68,0.3143695
1,2.053867,8,1.811007
2,2.113404,8.21,1.53695
3,2.172942,8.38,1.155413
4,2.232476,8.47,0.8151018
5,2.292013,8.55,0.5532087
6,2.35155,8.7,0.3292067
1,2.530419,9.01,1.845935
2,2.589956,9.16,1.583584
3,2.649491,9.33,1.217799
4,2.709029,9.44,0.8522181
5,2.768563,9.51,0.5734739
6,2.828102,9.66,0.3440841
1,3.00749,10.02,1.959767
2,3.067025,10.16,1.649381
3,3.126561,10.31,1.283644
4,3.186097,10.37,0.8931774
5,3.245635,10.5,0.5990877
6,3.30517,10.64,0.3610442
1,3.500938,11.01,2.048913
2,3.560474,11.15,1.729972
3,3.620012,11.29,1.3538
4,3.679547,11.38,0.9425204
5,3.739085,11.49,0.6277981
6,3.798619,11.63,0.3783191
1,3.994388,12,2.118006
2,4.053924,12.14,1.818938
3,4.113462,12.27,1.419366
4,4.172997,12.37,0.996613
5,4.232533,12.48,0.6599721
6,4.292071,12.62,0.3974432
1,4.488618,13,2.25371
2,4.548154,13.14,1.912053
3,4.60769,13.27,1.490661
4,4.667228,13.38,1.052226
5,4.726763,13.49,0.695059
6,4.786299,13.62,0.4186232
1,4.965168,14,2.406664
2,5.024704,14.12,2.005793
3,5.084241,14.22,1.575031
4,5.143776,14.33,1.111169
5,5.203314,14.45,0.7302078
6,5.262849,14.58,0.4412564
1,5.476298,15.01,2.484004
2,5.535834,15.13,2.111513
3,5.595372,15.25,1.649514
4,5.654906,15.37,1.17601
5,5.714442,15.49,0.7703485
6,5.773979,15.61,0.4654945
1,5.970527,16.02,2.620066
2,6.030063,16.13,2.226445
3,6.0896,16.22,1.739249
4,6.149137,16.36,1.242453
5,6.208673,16.47,0.8106596
6,6.268208,16.63,0.4902962
1,6.481654,17.02,2.741572
2,6.541193,17.18,2.343826
3,6.600726,17.29,1.818883
4,6.660264,17.41,1.312407
5,6.7198,17.5,0.8581062
6,6.779335,17.61,0.516753
1,6.975885,18.03,2.893875
2,7.035422,18.15,2.471153
